attrib_1,attrib_2,attrib_3,attrib_4,attrib_5,attrib_6,outlier
0,0,0,0,0,0,0
0.0155,0.0199,0.0255,0.1015,0.0353,0.7263,0
0.0119,0.0064,0.039,0.1272,0.0389,0.7937,0
0.0259,0.0366,0.054,0.067,0,0.5379,0
0,0,0,0,0,0,0
0.0716,0.1521,0.0195,0.3166,0.0323,0.7705,0
0,0,0,0,0,0,0
0.0212,0.0135,0.0195,0.1628,0.0541,0.7126,0
0.0312,0.0032,0.012,0.1616,0,0.6421,0
0,0,0,0,0,0,0
0.0238,0.0207,0.0075,0.1619,0,0.7516,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0549,0.2229,0.012,0.2036,0.0373,0.5558,0
0.0234,0.0255,0.015,0.1503,0.047,0.8832,0
0,0,0,0,0,0,0
0.0239,0.043,0.042,0.2077,0.023,0.6537,0
0.0197,0.0318,0.018,0.1529,0.0511,0.78,0
0.0252,0.0231,0.0195,0.1623,0,0.5568,0
0.0266,0.0032,0.0165,0,0,0,0
0.0332,0.0462,0.015,0.1332,0,0.66,0
0,0,0,0,0,0,0
0.0342,0.1266,0.009,0.1935,0,0.7095,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0305,0.0621,0.0165,0.1543,0.0566,0.7505,0
0.0219,0.0056,0.0105,0,0,0,0
0.0124,0.0048,0,0.0791,0,0.5558,0
0.0111,0.0064,0.063,0.1965,0,0.4232,0
0,0,0,0,0,0,0
0.0249,0.0613,0.066,0.1523,0.0235,0.7042,0
0,0,0,0,0,0,0
0.0117,0.0032,0.0195,0,0,0,0
0.0141,0.0231,0.0435,0.1192,0.0318,0.8705,0
0.0141,0.0032,0.009,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0529,0.2938,0.009,0.25,0.1007,0.6663,0
0.0602,0.3543,0.021,0,0,0,0
0.0321,0.0104,0.0045,0.2081,0.2021,0.8947,0
0.0241,0.0422,0.051,0.2949,0,0.6505,0
0.0346,0.5215,0.045,0,0,0,0
0.4928,0.0223,0.0015,0,0,0,0
0.0218,0.0605,0.024,0.1667,0.044,0.7116,0
0.0127,0.0183,0.1049,0.1567,0.0245,0.6611,0
0,0,0,0,0,0,0
0.0225,0.0295,0.0165,0.1701,0,0.8495,0
0.0247,0.1059,0.0375,0.1998,0.112,0.5947,0
0.016,0.0096,0.024,0.2008,0.0368,0.6642,0
0.0811,0.9793,0.009,0,0,0,0
0.0268,0.0836,0.0255,0.106,0.0595,0.7537,0
0,0,0,0,0,0,0
0.0431,0.4753,0.033,0,0,0,0
0.0263,0.0892,0.033,0.0772,0.0612,0.7084,0
0.0307,0.1505,0.0465,0.1126,0,0.7737,0
0.0355,0.0725,0.009,0,0,0,0
0.0184,0.0605,0.2864,0.1718,0,0.3642,0
0.0164,0.0303,0.0495,0.0755,0.0355,0.74,0
0.018,0.0104,0.0315,0.1874,0,0.5916,0
0.0406,0.0119,0,0,0,0,0
0.0454,0.1306,0.009,0.1623,0.0924,0.6558,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0328,0.0334,0.0105,0.2003,0,0.6147,0
0.0231,0.0358,0.036,0,0,0,0
0,0,0,0,0,0,0
0.0308,0.0732,0.0075,0.1021,0.127,0.4347,0
0,0,0,0,0,0,0
0.0648,0.2508,0.0075,0.2572,0,0.5684,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0298,0.0048,0.006,0,0,0,0
0,0,0,0,0,0,0
0.0404,0.1911,0.012,0.179,0,0.7474,0
0.0175,0.0398,0.0195,0.0574,0.1099,0.8905,0
0.0397,0.2317,0.0195,0.1525,0.0611,0.6716,0
0.0174,0.0494,0.0885,0.0946,0.0245,0.7063,0
0.0139,0.0056,0.036,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0162,0.0056,0.018,0.2181,0.0933,0.6579,0
0.0711,0.4705,0.018,0.2201,0,0.6042,0
0.0144,0.0398,0.0285,0.0989,0,0.6211,0
0,0,0,0,0,0,0
0.0178,0.0478,0.075,0.1214,0,0.4274,0
0.0231,0.0239,0.0255,0.1076,0,0.6137,0
0.0226,0.0032,0.012,0,0,0,0
0,0,0,0,0,0,0
0.0179,0.0167,0.0615,0,0,0,0
0,0,0,0,0,0,0
0.0253,0.0557,0.0525,0.0855,0,0.6705,0
0.0246,0.008,0.009,0.2247,0,0.6779,0
0,0,0,0,0,0,0
0.0271,0.0709,0.012,0.2215,0,0.7389,0
0.0471,0.9873,0.0105,0.2546,0.0676,0.58,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.022,0.004,0.0075,0,0,0,0
0.058,0.2898,0.018,0.1731,0,0.6326,0
0,0,0,0,0,0,0
0.0241,0.0382,0.0345,0.1558,0.0346,0.7779,0
0.0194,0.0032,0.009,0.0902,0,0.4074,0
0.0137,0.0072,0.0255,0,0,0,0
0.0221,0.0287,0.033,0.0952,0.0272,0.8189,0
0,0,0,0,0,0,0
0.0631,0.9928,0.003,0,0,0,0
0.0503,0.4148,0.0285,0.2447,0,0.7674,0
0,0,0,0,0,0,0
0.012,0.0135,0.1034,0,0,0,0
0.048,0.1871,0.0255,0.182,0.019,0.6926,0
0,0,0,0,0,0,0
0.0205,0.0056,0.033,0.1195,0,0.5916,0
0.0095,0.0104,0.093,0.0803,0.0203,0.5832,0
0.0363,0.1521,0.0135,0.1369,0.0617,0.6758,0
0,0,0,0,0,0,0
0.068,0.6879,0.0195,0.2965,0,0.5789,0
0.0407,0.5223,0.0435,0,0,0,0
0.0377,0.1656,0.0105,0.1336,0.0649,0.6274,0
0.0259,0.0342,0.012,0.1355,0.1383,0.7632,0
0.0692,0.004,0.0015,0,0,0,0
0.1817,0.0072,0.0015,0,0,0,0
0.025,0.0502,0.03,0,0,0,0
0.0191,0.0048,0.0315,0,0,0,0
0.0188,0.0199,0.03,0.1051,0.0431,0.78,0
0.0737,0.004,0.0075,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0226,0.0223,0.027,0.0876,0,0.7895,0
0.0265,0.0438,0.0135,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0156,0.004,0.0165,0.1068,0,0.7516,0
0.0241,0.0127,0.006,0.2309,0.1473,0.7526,0
0,0,0,0,0,0,0
0.0137,0.0207,0.066,0.1657,0.0239,0.7221,0
0.0177,0.0032,0.0045,0,0,0,0
0,0,0,0,0,0,0
0.0399,0.2102,0.0285,0.2498,0.0378,0.8095,0
0.0372,0.035,0.0135,0.1544,0,0.7137,0
0.01,0.0271,0.1124,0.1783,0.0671,0.6968,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0168,0.0104,0.027,0.1735,0,0.7526,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1015,0.8384,0.0045,0.3085,0,0.6084,0
0.03,0.1393,0.0465,0,0,0,0
0.0124,0.0183,0.0195,0,0,0,0
0,0,0,0,0,0,0
0.0277,0.0597,0.087,0.1464,0,0.5811,0
0.0266,0.008,0.018,0.2713,0,0.6442,0
0.0236,0.0557,0.09,0.1781,0.0168,0.6158,0
0.0346,0.1322,0.042,0.1019,0.0345,0.5758,0
0.048,0.1274,0.015,0.1587,0.0301,0.7116,0
0.0172,0.0119,0.0105,0,0,0,0
0,0,0,0,0,0,0
0.0476,0.0979,0.009,0,0,0,0
0.0983,0.0048,0.0015,0,0,0,0
0.0101,0.0032,0.081,0.1921,0.0182,0.4811,0
0.0482,0.2174,0.0315,0.1473,0.0336,0.5874,0
0.0184,0.0884,0.075,0.1259,0.0199,0.6726,0
0.0271,0.0884,0.0285,0.2107,0,0.7821,0
0.048,0.3917,0.0135,0.1496,0.0286,0.5726,0
0.0065,0.0032,0.2504,0.063,0.0232,0.5011,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0495,0.2946,0.0075,0,0,0,0
0.0379,0.0717,0.0375,0.2592,0.033,0.6253,0
0.0129,0.0064,0.036,0.1378,0.0383,0.6747,0
0.0192,0.0151,0.033,0.0913,0,0.7274,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0284,0.0446,0.015,0.1779,0.1115,0.68,0
0.0208,0.0064,0.0135,0.1385,0,0.6368,0
0,0,0,0,0,0,0
0.0237,0.051,0.075,0,0,0,0
0.0449,0.5812,0.018,0.185,0,0.5863,0
0.0261,0.0748,0.0225,0.1076,0,0.8063,0
0,0.0032,0,0,0,0,0
0.0395,0.1911,0.0165,0.1296,0,0.6516,0
0,0,0,0,0,0,0
0.0328,0.043,0.033,0.2107,0,0.7421,0
0.0103,0.004,0.066,0,0,0,0
0.0138,0.0072,0.1334,0.1658,0.021,0.54,0
0.029,0.0151,0.006,0.1742,0.1276,0.6526,0
0,0,0,0,0,0,0
0.0243,0.0939,0.0105,0.0829,0,0.7116,0
0.0284,0.0955,0.057,0,0,0,0
0,0,0,0,0,0,0
0.0157,0.0048,0.045,0.0778,0.0325,0.6547,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0434,0.1608,0.006,0,0,0,0
0,0,0,0,0,0,0
0.0113,0.0151,0.1184,0.1237,0,0.6705,0
0,0,0,0,0,0,0
0.0196,0.0151,0.0285,0,0,0,0
0.0185,0.0111,0.036,0.0846,0.0374,0.6242,0
0,0,0,0,0,0,0
0.0285,0.1059,0.036,0.2319,0.0456,0.7211,0
0.0202,0.0454,0.0075,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0224,0.0334,0.021,0,0,0,0
0.0159,0.0119,0.021,0.0773,0.0638,0.6442,0
0,0,0,0,0,0,0
0.0135,0.0271,0.0615,0.1031,0.0402,0.6232,0
0.0203,0.0382,0.078,0.1445,0.016,0.8,0
0,0,0,0,0,0,0
0.0243,0.0287,0.0105,0,0,0,0
0.0315,0.0557,0.012,0.1726,0.0487,0.6705,0
0.0441,0.0032,0.021,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0259,0.0151,0.0225,0.1519,0.0364,0.6642,0
0,0,0,0,0,0,0
0.014,0.0064,0.0285,0.1419,0,0.8389,0
0.0252,0.0127,0.0345,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0269,0.008,0.0075,0.2248,0.1179,0.7316,0
0.0887,0.008,0.003,0,0,0,0
0.0179,0.0056,0.024,0,0,0,0
0,0,0,0,0,0,0
0.0415,0.2596,0.0105,0.2384,0,0.8505,0
0,0,0,0,0,0,0
0.02,0.0127,0.009,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0166,0.0104,0.015,0.1769,0,0.6411,0
0.0231,0.0812,0.0375,0,0,0,0
0.0536,0.4562,0.0045,0,0,0,0
0.0117,0.004,0.027,0.176,0.0663,0.6411,0
0,0,0,0,0,0,0
0.0125,0.0072,0.0195,0,0,0,0
0.0169,0.0215,0.0555,0.1681,0.0545,0.5568,0
0.0211,0.0342,0.0165,0,0,0,0
0.0391,0.2588,0.015,0.1281,0,0.4695,0
0.0506,0.16,0.015,0.2013,0,0.5832,0
0.0501,0.2516,0.0075,0.1399,0.0674,0.5074,0
0.0353,0.0311,0.0195,0.1788,0.0218,0.7379,0
0.0165,0.0072,0.0255,0.1292,0.0469,0.6463,0
0.0255,0.0143,0.0195,0,0,0,0
0.0213,0.0207,0.048,0.2887,0,0.5421,0
0.0218,0.0828,0.027,0.136,0,0.6032,0
0.0254,0.0263,0.024,0.0847,0.0383,0.6811,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0163,0.0183,0.033,0.083,0.0469,0.6084,0
0.0291,0.0685,0.045,0.1322,0.0124,0.6674,0
0,0,0,0,0,0,0
0.121,0.6807,0.0105,0,0,0,0
0.0624,0.9029,0.009,0.0579,0.1487,0.4674,0
0,0,0,0,0,0,0
0.0212,0.008,0.0135,0.1557,0,0.7884,0
0,0,0,0,0,0,0
0.0379,0.0048,0.0045,0,0,0,0
0.0378,0.0151,0.0105,0.1627,0.0615,0.6853,0
0.0179,0.0199,0.024,0,0,0,0
0,0,0,0,0,0,0
0.0108,0.008,0.084,0.0699,0.0203,0.6821,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.029,0.0462,0.0195,0.1227,0,0.7074,0
0,0,0,0,0,0,0
0.03,0.2548,0.0225,0.1624,0,0.5137,0
0.0239,0.0088,0.033,0.1988,0.0608,0.9105,1
0.0627,0.8416,0.009,0.2129,0.092,0.5095,1
0.0476,0.0876,0.0225,0.5552,0.075,0.7589,1
0.0541,0.0231,0.006,0.2329,0.1701,0.8032,1
0,0,0,0,0,0,1
0.043,0.0709,0.0045,0.2588,0.1436,0.8589,1
0.0301,0.0255,0.0045,0.2167,0.2077,0.8926,1
0.0306,0.0104,0.009,0.1993,0.1393,0.7695,1
0.0586,0.0669,0.0015,0.2458,0.3376,0.7621,1
0.0417,0.0183,0.0105,0.4712,0.1167,0.7863,1
0.0283,0.0358,0.003,0.2332,0.2366,0.9084,1
0.0698,0.0311,0.003,0.201,0.1213,0.5684,1
0.0301,0.0183,0.03,0.2851,0.0415,0.8737,1
0.0277,0.0135,0.0075,0.2111,0.1267,0.8684,1
0.0328,0.0342,0.0045,0.2861,0.2771,0.7463,1
0.0411,0.1186,0.003,0.2333,0.3388,0.8305,1
0.0867,0.1123,0.009,0.292,0,0.6589,1
0.0559,0.0358,0.006,0.6065,0,0.6021,1
0.0302,0.0486,0.012,0.1971,0.11,0.7179,1
0.0467,0.0494,0.009,0.4712,0.1167,0.7842,1
0.0961,0.2158,0.003,0,0,0,1
0.0165,0.0167,0.009,0.2037,0.168,0.7042,1
0.033,0.0096,0.0075,0.1637,0.132,0.7916,1
0.0616,0.4021,0.003,0.2318,0.2862,0.6484,1
0.0471,0.0446,0.018,0.2267,0.0382,0.7811,1
0.0298,0.0502,0.003,0.2333,0.3388,0.8642,1
0.0314,0.9976,0.0105,0.1619,0,0.4926,0
0.0291,0.0541,0.042,0,0,0,0
0,0.0048,0.2084,0,0,0,0
0.0412,0.1083,0.0045,0,0,0,0
0.0211,0.0135,0.015,0.176,0,0.6768,0
0.0187,0.0159,0.0285,0.1562,0.077,0.6211,0
0.0222,0.0223,0.0135,0.1683,0.0884,0.6937,0
0.0217,0.004,0.0495,0,0,0,0
0.0196,0.0183,0.0405,0.1968,0,0.6758,0
0,0,0,0,0,0,0
0.0218,0.0263,0.054,0.1944,0,0.8095,0
0,0,0,0,0,0,0
0.0483,0.0048,0.003,0,0,0,0
0.0409,0.3702,0.0105,0.3096,0,0.6063,0
0.0647,0.2755,0.0075,0.2607,0,0.6526,0
0.0362,0.4045,0.006,0.1559,0,0.6368,0
0,0,0,0,0,0,0
0.0212,0.0342,0.0105,0,0,0,0
0.2556,0.004,0,0,0,0,0
0,0,0,0,0,0,0
0.0495,0.5756,0.018,0.1425,0.0487,0.5526,0
0.048,0.1871,0.003,0.2141,0,0.6284,0
0.0106,0.0048,0.0675,0.0637,0.021,0.7684,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0429,0.1927,0.03,0.167,0.0461,0.6916,0
0.0288,0.0533,0.0135,0.1344,0,0.7295,0
0.0151,0.0104,0.021,0,0,0,0
0.0312,0.047,0.0165,0.0867,0,0.7632,0
0.043,0.1887,0.0225,0,0,0,0
0.0199,0.0693,0.048,0.1229,0.0466,0.7305,0
0.0186,0.0939,0.0315,0.1927,0.0419,0.7779,0
0,0,0,0,0,0,0
0.0245,0.0358,0.039,0.1845,0,0.7558,0
0.0143,0.0175,0.084,0,0,0,0
0,0,0,0,0,0,0
0.0321,0.1178,0.0285,0.1399,0,0.7432,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0186,0.0175,0.0315,0.2009,0,0.7021,0
0,0,0,0,0,0,0
0.0749,0.9268,0.0045,0.222,0.0676,0.4305,0
0,0,0,0,0,0,0
0.0726,0.9936,0.003,0.173,0,0.4337,0
0.0332,0.0939,0.0345,0.137,0.0597,0.7211,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0223,0.0255,0.009,0.1302,0,0.8895,0
0.0272,0.0311,0.036,0.1306,0.0201,0.7642,0
0.0335,0.0279,0.0195,0.1537,0.0415,0.7232,0
0.009,0.0151,0.0585,0.0799,0.0631,0.68,0
0.0285,0.0183,0.0165,0,0,0,0
0.0504,0.1791,0.0135,0.1711,0,0.6589,0
0.0612,0.9761,0.009,0.2268,0.0399,0.5611,0
0.0195,0.0207,0.0285,0,0,0,0
0.0288,0.0191,0.0165,0.1587,0.0427,0.8368,0
0,0,0,0,0,0,0
0.0309,0.1688,0.1154,0.1568,0.0152,0.42,0
0.0319,0.172,0.024,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0436,0.1107,0.03,0.1065,0,0.7168,0
0.0296,0.0414,0.0105,0.1674,0,0.8168,0
0.0338,0.0032,0.0045,0,0,0,0
0.0242,0.0318,0.0285,0.1969,0.0362,0.7768,0
0.0234,0.0884,0.024,0.0704,0.0458,0.6137,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0242,0.0565,0.0645,0,0,0,0
0.0135,0.0183,0.036,0.1639,0,0.6695,0
0.022,0.1258,0.0255,0.1149,0.0326,0.7505,0
0.0155,0.008,0.0345,0.0946,0,0.8147,0
0,0,0,0,0,0,0
0.0257,0.0382,0.0225,0.1306,0,0.6242,0
0.0279,0.0032,0.024,0,0,0,0
0,0,0,0,0,0,0
0.0137,0.008,0.0255,0.1506,0.0404,0.78,0
0,0,0,0,0,0,0
0.0154,0.008,0.0465,0.1093,0,0.6305,0
0.0248,0.0048,0.021,0.1388,0,0.7021,0
0.0213,0.0581,0.0165,0.1884,0,0.5232,0
0.0647,0.3599,0.0105,0.1934,0.0343,0.4105,0
0.0113,0.0096,0.0405,0.1208,0,0.7105,0
0.0162,0.0255,0.0795,0.1669,0.042,0.6695,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0222,0.0072,0.03,0.1347,0.0463,0.5842,0
0.0347,0.1059,0.006,0.1371,0,0.6674,0
0.014,0.004,0.036,0.1522,0.0415,0.7432,0
0.014,0.0255,0.018,0.1733,0.0745,0.7053,0
0.0207,0.0175,0.021,0,0,0,0
0.0268,0.0032,0.024,0,0,0,0
0,0,0,0,0,0,0
0.0367,0.0908,0.0135,0.2174,0.0483,0.6474,0
0.0462,0.4666,0.057,0,0,0,0
0.0306,0.2436,0.0105,0,0,0,0
0.0067,0.0056,0.1169,0.0715,0,0.7116,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0288,0.0239,0.0075,0.1628,0.0858,0.6968,0
0.0284,0.0223,0.021,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0419,0.3814,0.0225,0.143,0.0551,0.6032,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.061,0.5016,0.0075,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0339,0.0048,0.0225,0,0,0,0
0.0099,0.004,0.021,0.0912,0.105,0.6032,0
0.0302,0.1027,0.009,0,0,0,0
0,0,0,0,0,0,0
0.0531,0.2213,0.006,0.1935,0,0.6305,0
0.016,0.0056,0.0285,0.1373,0,0.6337,0
0.0129,0.0032,0.057,0.1269,0.0232,0.6453,0
0,0,0,0,0,0,0
0.026,0.0955,0.0525,0.0941,0,0.7747,0
0.0204,0.0119,0.009,0,0,0,0
0.0686,1,0.0045,0.1657,0,0.4126,0
0.0071,0.0056,0.1289,0.2071,0.0235,0.4884,0
0.0566,0.5884,0.0045,0.2906,0,0.58,0
0.0347,0.0629,0.0255,0.6086,0,0.5474,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0423,0.0032,0.024,0,0,0,0
0,0,0,0,0,0,0
0.0112,0.0032,0.039,0,0,0,0
0.0489,0.5263,0.0075,0.1675,0.1348,0.6989,0
0,0,0,0,0,0,0
0.0251,0.0621,0.015,0.1635,0,0.6695,0
0.0223,0.0096,0.0075,0.0712,0,0.5863,0
0.0164,0.0271,0.0975,0.193,0.0271,0.6347,0
0.019,0.0088,0.054,0.1167,0,0.7284,0
0.0246,0.0263,0.018,0.0867,0,0.8495,0
0.0467,0.1895,0.0255,0.1563,0.0278,0.6263,0
0,0,0,0,0,0,0
0.0139,0.0064,0.012,0.0441,0,0.4484,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0219,0.0183,0.0045,0,0,0,0
0.0124,0.0111,0.069,0.2068,0.0208,0.6242,0
0,0,0,0,0,0,0
0.0345,0.1178,0.027,0.1844,0.0288,0.7811,0
0,0,0,0,0,0,0
0.0282,0.0271,0.021,0,0,0,0
0.062,0.2357,0.012,0.2747,0,0.7568,0
0.0186,0.0183,0.021,0.1562,0.0501,0.8663,0
0.027,0.0828,0.015,0.1313,0.0699,0.6463,0
0,0,0,0,0,0,0
0.024,0.0358,0.045,0.1374,0,0.7316,0
0.0278,0.0446,0.1049,0.1384,0.0287,0.6432,0
0,0,0,0,0,0,0
0.0466,0.2373,0.0225,0.2475,0.0337,0.7642,0
0.0313,0.1003,0.0465,0.1609,0.037,0.6789,0
0,0,0,0,0,0,0
0.0289,0.004,0.0105,0.1913,0,0.9684,0
0.0126,0.0064,0.0465,0.0734,0.0264,0.8137,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0137,0.0199,0.0465,0.1,0,0.6147,0
0.024,0.0096,0.0195,0.2242,0.0384,0.6242,0
0.0237,0.0056,0.0135,0,0,0,0
0.0192,0.0589,0.054,0.2047,0.0939,0.6632,0
0.0129,0.0096,0.0585,0.1566,0.0519,0.6221,0
0.0474,0.3177,0.0045,0.246,0,0.6516,0
0.0315,0.004,0.039,0,0,0,0
0,0,0,0,0,0,0
0.0233,0.0271,0.0165,0.1048,0,0.6674,0
0.0161,0.0127,0.033,0.2038,0,0.6442,0
0.0201,0.0064,0.0045,0.1898,0.2201,0.8179,0
0.0329,0.0143,0.024,0,0,0,0
0.0246,0.0573,0.0435,0.1163,0,0.7442,0
0.0286,0.2349,0.0135,0.1297,0,0.6053,0
0.014,0.0072,0.009,0.0894,0,0.6968,0
0.0335,0.0494,0.027,0,0,0,0
0.0298,0.0096,0.0105,0.1339,0.078,0.7695,0
0.0108,0.0048,0.0165,0.275,0,0.4337,0
0,0,0,0,0,0,0
0.0316,0.0406,0.021,0,0,0,0
0.0199,0.0255,0.0195,0.1249,0.073,0.5874,0
0,0,0,0,0,0,0
0.0234,0.0223,0.018,0,0,0,0
0.0146,0.0032,0.0135,0.1409,0,0.7147,0
0.0376,0.0422,0.015,0.1653,0,0.5821,0
0.0143,0.008,0.0195,0.1871,0,0.5842,0
0.0238,0.0143,0.0225,0.1018,0.0335,0.7053,0
0.033,0.0788,0.0225,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0119,0.0111,0.0915,0.1699,0.0345,0.5621,0
0.0371,0.09,0.018,0.1022,0,0.7053,0
0.0424,0.2325,0.0165,0.2186,0,0.8811,0
0.025,0.0613,0.0135,0.1554,0,0.8,0
0.0335,0.086,0.015,0.2072,0.1214,0.6716,0
0.0298,0.0828,0.0225,0,0,0,0
0,0,0,0,0,0,0
0.0218,0.0318,0.0105,0,0,0,0
0,0,0,0,0,0,0
0.0152,0.0048,0.0345,0,0,0,0
0.0783,0.4363,0.0135,0.137,0.0424,0.4968,0
0.0351,0.1282,0.024,0,0,0,0
0.0847,0.4395,0.009,0.2024,0,0.4684,0
0.0508,0.4602,0.0045,0,0,0,0
0.0375,0.1433,0.03,0,0,0,0
0.0124,0.0048,0.0255,0.1869,0.066,0.5979,0
0.0381,0.1911,0.0405,0.049,0,0.7263,0
0.025,0.0191,0.0255,0.139,0,0.7621,0
0.0171,0.0032,0.0315,0,0,0,0
0.0468,0.2874,0.0225,0.1743,0.028,0.6968,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0169,0.0518,0.0405,0.1361,0.0353,0.6305,0
0.0274,0.0462,0.0135,0.2815,0,0.7242,0
0.0324,0.0263,0.0075,0.2142,0,0.8253,0
0,0,0,0,0,0,0
0.0724,0.9968,0.012,0.2382,0.0248,0.5989,0
0.0198,0.0446,0.0165,0.1284,0,0.7379,0
0.024,0.0303,0.1184,0.1483,0.0215,0.5674,0
0.0109,0.004,0.0195,0,0,0,0
0.032,0.3065,0.0195,0.1523,0,0.6895,0
0.0198,0.035,0.0495,0.1292,0.0469,0.5989,0
0,0,0,0,0,0,0
0.0454,0.2707,0.009,0.1441,0.0656,0.5516,0
0.034,0.0892,0.021,0.1386,0,0.6726,0
0.018,0.0255,0.0495,0.1342,0,0.6716,0
0.0363,0.0725,0.024,0.2313,0,0.6611,0
0.0408,0.0263,0.015,0.174,0,0.7232,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0524,0.0032,0.0045,0,0,0,0
0,0,0,0,0,0,0
0.0278,0.09,0.021,0,0,0,0
0.0217,0.0295,0.081,0.1646,0.0184,0.7084,0
0,0,0,0,0,0,0
0.0172,0.0175,0.021,0.1434,0.0669,0.7095,0
0.0248,0.0406,0.006,0.0941,0.0892,0.6937,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0468,0.0693,0.012,0.1483,0.0545,0.6147,0
0.0404,0.3025,0.0255,0.1183,0.0316,0.6411,0
0,0,0,0,0,0,0
0.0207,0.0072,0.015,0.1709,0.0703,0.7653,0
0.0994,0.5279,0.0045,0.2061,0.0498,0.5074,0
0,0,0,0,0,0,0
0.0387,0.0804,0.0075,0.183,0,0.8442,0
0.0067,0.0032,0.042,0,0,0,0
0.0188,0.0056,0.018,0.1763,0.0647,0.7284,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.011,0.0151,0.0255,0,0,0,0
0.2381,0.0072,0.0015,0,0,0,0
0.0646,0.3838,0.015,0.3423,0,0.6758,0
0.0428,0.3018,0.009,0.0898,0,0.52,0
0.0482,0.2078,0.006,0.1523,0,0.5863,0
0.0168,0.0191,0.015,0,0,0,0
0.0615,0.7834,0.0045,0,0,0,0
0.0224,0.0239,0,0.0684,0,0.6632,0
0,0,0,0,0,0,0
0.0182,0.0111,0.0165,0.1308,0.0631,0.8474,0
0.0367,0.168,0.0225,0.1555,0.0463,0.6116,0
0.0126,0.0064,0.063,0.143,0,0.7105,0
0.0515,0.2818,0.021,0.1785,0.0488,0.6095,0
0,0,0,0,0,0,0
0.0316,0.1115,0.0225,0,0,0,0
0,0,0,0,0,0,0
0.0605,0.418,0.012,0,0,0,0
0.0162,0.0048,0.0345,0.0988,0.0407,0.7032,0
0.0189,0.004,0.015,0.2376,0.0744,0.5937,0
0.0372,0.176,0.003,0.2148,0,0.6758,0
0,0,0,0,0,0,0
0.0394,0.0287,0.024,0.1982,0,0.7179,0
0.0117,0.0064,0.057,0,0,0,0
0,0,0,0,0,0,0
0.0279,0.0318,0.0255,0.1655,0.0412,0.7621,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0217,0.0151,0.0135,0.203,0,0.6526,0
0.0226,0.0032,0.033,0,0,0,0
0.0198,0.0263,0.045,0,0,0,0
0.0074,0.004,0.048,0,0,0,0
0.03,0.0796,0.0315,0,0,0,0
0.0219,0.0032,0.0165,0,0,0,0
0,0,0,0,0,0,0
0.0282,0.0518,0.015,0,0,0,0
0.0193,0.008,0.0195,0.1794,0,0.7663,0
0,0,0,0,0,0,0
0.0487,0.1975,0.0105,0.1503,0,0.52,0
