Dim_1,Dim_2,Dim_3,outlier
0,0.004039,0.006167,0
0,0.002424,0.006056,0
0,0.026155,0.006111,0
0.001096,0.006388,0.0081,0
0.003289,0.01087,0.006111,0
0,0.002373,0.00613,0
0.001096,0.016616,0.006093,0
0,0.005395,0.006093,0
0,0.003792,0.006075,0
0.001096,0.013307,0.006222,0
0.001096,0.005882,0.006093,0
0.001096,0.015372,0.006093,0
0.001096,0.013518,0.007437,0
0.003289,0.007868,0.007492,0
0.001096,0.004446,0.006075,0
0,0.00313,0.00613,0
0,0.008027,0.006148,0
0,0.002584,0.006148,0
0,0.011082,0.006167,0
0.002193,0.002409,0.006167,0
0,0.007018,0.006167,0
0,0.005439,0.00613,0
0.002193,0.005339,0.006148,0
0.002193,0.005268,0.006111,0
0.001096,0.003569,0.006222,0
0,0.003685,0.006093,0
0.001096,0.005491,0.00613,0
0.001096,0.005507,0.006148,0
0,0.009694,0.006111,0
0.001096,0.004255,0.006148,0
0.002193,0.005084,0.006921,0
0.001096,0.009945,0.006701,0
0.003289,0.006576,0.006701,0
0.003289,0.004957,0.007474,0
0.002193,0.005766,0.006056,0
0.007675,0.004035,0.006737,0
0.003289,0.005535,0.006774,0
0.003289,0.003194,0.006185,0
0.004386,0.014284,0.007455,0
0,0.003533,0.006075,0
0,0.003302,0.006111,0
0.002193,0.004741,0.006019,0
0,0.004961,0.006056,0
0.003289,0.003354,0.006148,0
0.003289,0.002596,0.006056,0
0,0.003286,0.006075,0
0,0.003282,0.006038,0
0,0.011672,0.006774,0
0.006579,0.003816,0.006093,0
0.003289,0.816526,0.006056,0
0.004386,0.003043,0.006019,0
0.003289,0.004442,0.006038,0
0.002193,0.01024,0.006222,0
0,0.015061,0.006885,0
0.003289,0.004438,0.006056,0
0.002193,0.002943,0.00613,0
0.002193,0.006189,0.006056,0
0,0.005894,0.006075,0
0.008772,0.003609,0.006093,0
0.003289,0.005583,0.006075,0
0,0.004909,0.006075,0
0,0.003186,0.006038,0
0.007675,0.007477,0.006701,0
0,0.005359,0.006056,0
0.004386,0.006911,0.006774,0
0,0.007911,0.006093,0
0,0.004175,0.006056,0
0,0.002273,0.006111,0
0.003289,0.00248,0.006167,0
0.004386,0.002819,0.006093,0
0.003289,0.012106,0.006093,0
0.003289,0.004717,0.007492,0
0.007675,0.005,0.006075,0
0.015351,0.004462,0.006075,0
0.003289,0.005547,0.00613,0
0.003289,0.008908,0.006093,0
0,0.017737,0.005946,0
0,0.003198,0.006148,0
0.003289,0.007923,0.006111,0
0,0.002532,0.006056,0
0.005482,0.003102,0.006056,0
0,0.003884,0.006038,0
0.003289,0.005619,0.006075,0
0,0.01042,0.006056,0
0,0.005778,0.006793,0
0,0.007437,0.006185,0
0,0.004239,0.006056,0
0,0.003768,0.006075,0
0.003289,0.009231,0.006093,0
0.003289,0.002564,0.006019,0
0.004386,0.004741,0.006793,0
0.004386,0.005623,0.006774,0
0,0.008502,0.006075,0
0,0.006001,0.006921,0
0,0.009993,0.006148,0
0,0.005503,0.006167,0
0,0.00451,0.006093,0
0.001096,0.003417,0.00613,0
0.001096,0.011181,0.006038,0
0,0.00902,0.006093,0
0,0.005108,0.006019,0
0,0.002875,0.006093,0
0.001096,0.003984,0.00613,0
0.002193,0.006883,0.006111,0
0,0.011301,0.006093,0
0,0.003198,0.006056,0
0.001096,0.00595,0.006038,0
0.004386,0.010874,0.006038,0
0.001096,0.005056,0.006038,0
0,0.004853,0.006056,0
0,0.00502,0.006056,0
0,0.005232,0.006093,0
0,0.010543,0.006093,0
0,0.013311,0.006148,0
0,0.002165,0.00613,0
0.001096,0.006596,0.006866,0
0,0.006743,0.006001,0
0,0.007732,0.006793,0
0.001096,0.00313,0.006038,0
0,0.003015,0.006056,0
0.001096,0.005435,0.006019,0
0.001096,0.005339,0.006056,0
0,0.004335,0.006038,0
0,0.006727,0.006019,0
0,0.004008,0.006038,0
0,0.005331,0.006038,0
0,0.002795,0.006056,0
0.001096,0.003178,0.006111,0
0.002193,0.005678,0.006829,0
0.005482,0.00439,0.006056,0
0,0.005104,0.006921,0
0,0.002907,0.006056,0
0,0.004606,0.006111,0
0.001096,0.005483,0.009738,0
0,0.005758,0.009094,0
0,0.00567,0.009094,0
0,0.00266,0.008891,0
0,0.002716,0.008762,0
0.001096,0.002265,0.009204,0
0.001096,0.003234,0.009149,0
0.001096,0.005471,0.009112,0
0,0.003302,0.008891,0
0.001096,0.00319,0.009075,0
0,0.002911,0.008854,0
0.001096,0.005583,0.009149,0
0,0.008976,0.009996,0
0.006579,0.003015,0.008799,0
0,0.00437,0.009149,0
0.001096,0.003569,0.008891,0
0,0.017649,0.009002,0
0,0.002887,0.009186,0
0,0.004446,0.009186,0
0,0.003385,0.00913,0
0,0.002321,0.00913,0
0,0.008641,0.009112,0
0,0.002416,0.008817,0
0,0.005044,0.00994,0
0,0.005682,0.010069,0
0.001096,0.00839,0.009186,0
0,0.00839,0.009186,0
0.001096,0.00839,0.009186,0
0.001096,0.00839,0.009186,0
0.001096,0.00839,0.009186,0
0.001096,0.00839,0.009186,0
0.001096,0.00839,0.009186,0
0,0.003445,0.008891,0
0,0.008928,0.008854,0
0,0.017928,0.008873,0
0,0.004765,0.008817,0
0,0.013207,0.008854,0
0,0.004697,0.008799,0
0,0.007082,0.009112,0
0,0.003393,0.008799,0
0,0.004251,0.008854,0
0,0.003924,0.008854,0
0,0.006647,0.008836,0
0,0.005327,0.006185,0
0,0.005491,0.005117,0
0,0.007066,0.006056,0
0,0.00323,0.006056,0
0,0.003206,0.006075,0
0,0.006508,0.005136,0
0,0.003306,0.006148,0
0,0.008095,0.00613,0
0.002193,0.003505,0.006075,0
0,0.004362,0.006075,0
0,0.004662,0.006001,0
0,0.003541,0.006093,0
0,0.002963,0.006093,0
0,0.0026,0.006056,0
0,0.005985,0.006093,0
0.003289,0.004083,0.006075,0
0,0.004259,0.006075,0
0.002193,0.004398,0.006701,0
0,0.005204,0.006075,0
0,0.007692,0.006148,0
0.002193,0.003354,0.006075,0
0.003289,0.002811,0.006056,0
0.006579,0.003956,0.006056,0
0,0.005634,0.006111,0
0.001096,0.003066,0.005154,0
0,0.006496,0.00613,0
0,0.009678,0.006001,0
0,0.002803,0.00613,0
0,0.004478,0.006001,0
0,0.003011,0.006093,0
0,0.003154,0.005964,0
0,0.004426,0.006038,0
0,0.004769,0.006056,0
0,0.00258,0.006111,0
0.006579,0.002907,0.006019,0
0.003289,0.007321,0.006093,0
0,0.003517,0.006167,0
0,0.008561,0.006019,0
0,0.006292,0.006719,0
0,0.005702,0.006019,0
0.002193,0.004462,0.006093,0
0.001096,0.002456,0.006111,0
0,0.004933,0.006038,0
0,0.004893,0.006056,0
0,0.01406,0.007934,0
0,0.002508,0.006038,0
0.001096,0.00705,0.006038,0
0.002193,0.003342,0.006056,0
0,0.004466,0.006019,0
0,0.005256,0.006038,0
0,0.002991,0.006075,0
0,0.003322,0.005964,0
0,0.009395,0.006093,0
0,0.006911,0.006075,0
0.008772,0.007198,0.006056,0
0,0.007844,0.006056,0
0,0.003497,0.006038,0
0,0.006954,0.006075,0
0.001096,0.004845,0.006056,0
0.005482,0.006372,0.006093,0
0,0.002951,0.006148,0
0,0.008685,0.005136,0
0.008772,0.003489,0.005983,0
0.012061,0.002875,0.006001,0
0,0.006456,0.006075,0
0,0.005092,0.006093,0
0,0.004362,0.006056,0
0,0.009702,0.006075,0
0,0.003708,0.006038,0
0.002193,0.004115,0.006093,0
0,0.004362,0.006056,0
0,0.008757,0.006664,0
0,0.005742,0.006056,0
0,0.005423,0.006056,0
0,0.005148,0.006056,0
0,0.004027,0.006001,0
0,0.004191,0.006148,0
0,0.0038,0.006093,0
0,0.00447,0.006038,0
0,0.004119,0.006093,0
0,0.004047,0.006075,0
0.001096,0.007887,0.006075,0
0,0.003342,0.006019,0
0.004386,0.002708,0.006056,0
0,0.008067,0.006148,0
0.002193,0.00961,0.00613,0
0,0.007509,0.006093,0
0,0.004063,0.006608,0
0,0.003541,0.006148,0
0,0.01164,0.006167,0
0,0.003872,0.006019,0
0.001096,0.005188,0.005099,0
0,0.00506,0.005154,0
0,0.007114,0.006093,0
0,0.005064,0.006111,0
0,0.004023,0.006075,0
0,0.004985,0.005983,0
0,0.006296,0.006756,0
0,0.004801,0.006001,0
0,0.007182,0.006038,0
0,0.005953,0.006737,0
0,0.004103,0.006001,0
0,0.00782,0.006019,0
0,0.007764,0.006038,0
0.001096,0.002891,0.006111,0
0,0.003944,0.006056,0
0,0.003832,0.006001,0
0.006579,0.008095,0.006111,0
0,0.003557,0.005173,0
0,0.015699,0.006111,0
0,0.003704,0.006075,0
0,0.005463,0.006019,0
0,0.005084,0.006093,0
0,0.004865,0.006019,0
0,0.002664,0.006075,0
0,0.008019,0.006075,0
0,0.003908,0.005209,0
0,0.003637,0.006111,0
0.001096,0.006779,0.005191,0
0,0.004127,0.006038,0
0.001096,0.00595,0.006019,0
0.003289,0.007509,0.006075,0
0.003289,0.005946,0.006019,0
0.001096,0.003138,0.006093,0
0,0.002696,0.006645,0
0,0.003689,0.006075,0
0,0.00455,0.006038,0
0,0.003031,0.00613,0
0,0.002572,0.006038,0
0.002193,0.00327,0.006038,0
0.004386,0.002991,0.006038,0
0.006579,0.010918,0.006075,0
0.001096,0.007999,0.006056,0
0,0.003589,0.006608,0
0,0.006416,0.00613,0
0,0.007911,0.006075,0
0,0.006731,0.006038,0
0,0.00258,0.006645,0
0,0.002851,0.006056,0
0.004386,0.003724,0.006056,0
0.002193,0.004494,0.006664,0
0.005482,0.004354,0.006056,0
0,0.005351,0.006111,0
0,0.002636,0.006075,0
0,0.006663,0.006019,0
0.003289,0.003066,0.005154,0
0.005482,0.003712,0.006038,0
0,0.00388,0.006093,0
0,0.005192,0.006038,0
0,0.005989,0.006111,0
0,0.003529,0.006111,0
0,0.00392,0.006019,0
0,0.002779,0.006001,0
0,0.005212,0.006093,0
0,0.003944,0.006075,0
0.002193,0.005886,0.006019,0
0,0.008537,0.006038,0
0,0.009171,0.006038,0
0,0.003202,0.006075,0
0,0.00323,0.00613,0
0,0.004865,0.006093,0
0,0.004658,0.006056,0
0.001096,0.004538,0.006111,0
0,0.006089,0.006038,0
0,0.004299,0.006038,0
0.003289,0.00378,0.006111,0
0.002193,0.00455,0.006093,0
0,0.007592,0.005835,0
0,0.004004,0.006111,0
0.004386,0.009036,0.006664,0
0.006579,0.003828,0.006701,0
0.002193,0.004773,0.006075,0
0,0.006855,0.006664,0
0,0.005591,0.006075,0
0,0.004299,0.006075,0
0.003289,0.005268,0.006093,0
0,0.003976,0.005817,0
0,0.003098,0.006038,0
0,0.00831,0.006093,0
0,0.004917,0.006056,0
0.001096,0.003142,0.006756,0
0.004386,0.007341,0.006701,0
0.003289,0.006085,0.006111,0
0,0.005088,0.006019,0
0,0.004362,0.005136,0
0,0.005794,0.006038,0
0,0.004103,0.005154,0
0.004386,0.006073,0.006093,0
0,0.006444,0.006075,0
0,0.004785,0.006111,0
0.012061,0.002967,0.005964,0
0.004386,0.007198,0.006093,0
0.004386,0.004362,0.006056,0
0.002193,0.004191,0.006148,0
0,0.01107,0.006056,0
0.001096,0.004474,0.006019,0
0,0.005403,0.006756,0
0.003289,0.006065,0.005154,0
0.003289,0.003884,0.006111,0
0,0.006456,0.006111,0
0,0.010029,0.006111,0
0.001096,0.007417,0.006075,0
0,0.010711,0.006001,0
0,0.002632,0.005136,0
0.001096,0.004163,0.006185,0
0.001096,0.005172,0.006111,0
0,0.004031,0.006038,0
0,0.003114,0.006111,0
0,0.002919,0.006056,0
0.001096,0.005766,0.006056,0
0.001096,0.007238,0.006664,0
0,0.00963,0.006019,0
0,0.007816,0.006056,0
0,0.006428,0.006075,0
0,0.006081,0.006111,0
0,0.004418,0.006093,0
0,0.002688,0.006019,0
0,0.008988,0.006093,0
0,0.006081,0.006038,0
0.002193,0.006516,0.006001,0
0,0.006922,0.006056,0
0,0.01365,0.006075,0
0,0.002193,0.006093,0
0,0.004534,0.006148,0
0.002193,0.008051,0.006075,0
0.007675,0.007776,0.007271,0
0,0.005706,0.006056,0
0,0.002672,0.006056,0
0,0.00264,0.006075,0
0.003289,0.00256,0.006038,0
0.004386,0.004973,0.006056,0
0.006579,0.015448,0.006093,0
0.002193,0.004773,0.006075,0
0.002193,0.003326,0.006774,0
0.002193,0.004331,0.006075,0
0.005482,0.003346,0.006038,0
0,0.008741,0.00613,0
0.009868,0.010926,0.00613,0
0.007675,0.002999,0.006093,0
0.002193,0.006416,0.006148,0
0,0.002951,0.005246,0
0.005482,0.004909,0.006111,0
0.002193,0.006723,0.006019,0
0.002193,0.003318,0.006222,0
0.007675,0.004366,0.006111,0
0.007675,0.004323,0.006075,0
0.017544,0.007796,0.006111,0
0.002193,0.005204,0.006111,0
0.001096,0.003645,0.006019,0
0,0.003764,0.005909,0
0.002193,0.003254,0.00613,0
0.002193,0.006711,0.006056,0
0,0.012681,0.006204,0
0.003289,0.00957,0.006848,0
0,0.002951,0.006148,0
0.002193,0.004825,0.006148,0
0,0.004725,0.006111,0
0.002193,0.00321,0.006737,0
0.002193,0.004765,0.006038,0
0.002193,0.003776,0.006111,0
0.002193,0.00264,0.006056,0
0.001096,0.004562,0.006111,0
0.002193,0.013642,0.006075,0
0.012061,0.002827,0.00613,0
0.002193,0.002512,0.006075,0
0.004386,0.008282,0.006093,0
0,0.003182,0.00613,0
0,0.00583,0.006719,0
0,0.00526,0.00613,0
0,0.005375,0.00613,0
0.002193,0.004442,0.006038,0
0,0.005997,0.006075,0
0.005482,0.005268,0.006111,0
0.001096,0.003828,0.005173,0
0,0.013618,0.006075,0
0,0.004957,0.006148,0
0.002193,0.007848,0.006093,0
0,0.007608,0.006167,0
0.002193,0.006851,0.006774,0
0.007675,0.004797,0.006185,0
0.014254,0.003182,0.006038,0
0.017544,0.007341,0.006756,0
0.006579,0.004362,0.006075,0
0,0.008522,0.006185,0
0.001096,0.003334,0.006038,0
0.005482,0.006468,0.006185,0
0,0.004634,0.006167,0
0,0.006946,0.00613,0
0,0.007684,0.006093,0
0,0.007684,0.006093,0
0.001096,0.008749,0.006111,0
0,0.010711,0.006019,0
0.001096,0.00394,0.006075,0
0,0.005706,0.006111,0
0,0.003401,0.006148,0
0,0.009873,0.006148,0
0,0.009016,0.00613,0
0,0.004159,0.006185,0
0.001096,0.003876,0.006056,0
0,0.002536,0.00613,0
0.001096,0.002504,0.006167,0
0.001096,0.003278,0.006111,0
0.001096,0.002692,0.006829,0
0,0.004917,0.006111,0
0.001096,0.007122,0.006148,0
0.001096,0.004207,0.006111,0
0.001096,0.005004,0.006093,0
0.001096,0.004442,0.006111,0
0.001096,0.004761,0.006737,0
0,0.0025,0.006075,0
0,0.004087,0.006075,0
0.001096,0.002847,0.006167,0
0,0.003988,0.006148,0
0.001096,0.003716,0.006148,0
0.001096,0.004881,0.006111,0
0.001096,0.007202,0.006019,0
0.001096,0.01607,0.006148,0
0.001096,0.003389,0.006019,0
0,0.00262,0.006093,0
0.001096,0.003669,0.006056,0
0,0.004311,0.006075,0
0.001096,0.003485,0.006111,0
0.001096,0.003154,0.006075,0
0,0.003996,0.006093,0
0,0.006922,0.006075,0
0,0.006237,0.006075,0
0.001096,0.004223,0.006075,0
0,0.00585,0.006167,0
0,0.002712,0.005246,0
0,0.011672,0.00613,0
0,0.003258,0.006093,0
0,0.003425,0.006148,0
0,0.005934,0.006682,0
0.001096,0.004035,0.00613,0
0.001096,0.003852,0.006111,0
0.001096,0.00252,0.006111,0
0.001096,0.003469,0.006111,0
0.006579,0.002676,0.006038,0
0.004386,0.002927,0.006111,0
0.002193,0.002564,0.006075,0
0.003289,0.015456,0.006148,0
0.003289,0.005323,0.006204,0
0,0.006296,0.006167,0
0,0.00502,0.006185,0
0,0.007868,0.006148,0
0,0.004111,0.006148,0
0,0.003832,0.006185,0
0,0.003509,0.00613,0
0.003289,0.00437,0.006148,0
0,0.004885,0.005265,0
0,0.003055,0.006167,0
0,0.002672,0.006185,0
0,0.006544,0.005209,0
0,0.002401,0.006038,0
0,0.00719,0.006075,0
0,0.005343,0.006756,0
0,0.004291,0.006222,0
0.003289,0.00317,0.006075,0
0,0.005898,0.006111,0
0,0.004642,0.006075,0
0.001096,0.002919,0.006111,0
0,0.003493,0.006167,0
0,0.003593,0.005946,0
0.004386,0.002468,0.006204,0
0,0.004562,0.006185,0
0,0.002967,0.00613,0
0,0.006189,0.006185,0
0,0.004558,0.006111,0
0.003289,0.013658,0.006167,0
0.003289,0.003832,0.006756,0
0.004386,0.002839,0.006204,0
0,0.004957,0.006148,0
0,0.00916,0.00624,0
0,0.007026,0.00613,0
0.003289,0.003844,0.005265,0
0.001096,0.002704,0.006148,0
0,0.004665,0.006111,0
0,0.00961,0.006222,0
0,0.003625,0.006075,0
0,0.002967,0.00613,0
0,0.006229,0.006829,0
0.002193,0.002975,0.006038,0
0.008772,0.011831,0.006093,0
0,0.008821,0.005209,0
0.004386,0.003804,0.006148,0
0,0.004741,0.006111,0
0,0.003892,0.006185,0
0,0.004339,0.00613,0
0,0.007568,0.006793,0
0,0.003354,0.00613,0
0,0.004227,0.00613,0
0,0.002464,0.00624,0
0,0.004546,0.006148,0
0,0.00518,0.006185,0
0,0.002353,0.006185,0
0,0.003952,0.006093,0
0,0.005459,0.006185,0
0,0.004614,0.006093,0
0,0.005957,0.006075,0
0,0.003884,0.00613,0
0,0.007118,0.006167,0
0,0.002512,0.00613,0
0,0.003884,0.006111,0
0,0.004985,0.006167,0
0,0.003621,0.006167,0
0,0.002895,0.006167,0
0,0.002536,0.005228,0
0,0.006619,0.006185,0
0,0.002692,0.006093,0
0,0.004275,0.006185,0
0,0.002321,0.006148,0
0,0.005475,0.006111,0
0,0.012477,0.006056,0
0,0.004514,0.006148,0
0.001096,0.003912,0.005265,0
0,0.003673,0.006093,0
0,0.003489,0.006148,0
0,0.006372,0.006148,0
0,0.003062,0.00613,0
0,0.003605,0.006167,0
0,0.005973,0.006056,0
0,0.003748,0.005228,0
0,0.006922,0.006848,0
0,0.00512,0.005209,0
0.001096,0.002716,0.005283,0
0,0.006041,0.006167,0
0,0.004039,0.006167,0
0.003289,0.008087,0.00613,0
0,0.005961,0.006111,0
0,0.004538,0.006204,0
0,0.003477,0.006167,0
0.003289,0.005874,0.006111,0
0.002193,0.005128,0.006019,0
0,0.00313,0.006019,0
0.004386,0.010918,0.006075,0
0.003289,0.008003,0.006075,0
0,0.004957,0.006093,0
0.003289,0.003756,0.006093,0
0.003289,0.004362,0.006075,0
0,0.004558,0.006075,0
0,0.004027,0.006019,0
0.002193,0.005347,0.006719,0
0.007675,0.004606,0.006111,0
0.004386,0.005196,0.006056,0
0,0.003517,0.006701,0
0.003289,0.005184,0.006001,0
0,0.003485,0.006019,0
0.001096,0.003521,0.006075,0
0.003289,0.003641,0.005983,0
0,0.005678,0.006001,0
0,0.003082,0.006038,0
0,0.002245,0.005099,0
0,0.009052,0.005136,0
0,0.003078,0.006019,0
0.001096,0.002783,0.006019,0
0,0.003601,0.006111,0
0,0.004869,0.006075,0
0.001096,0.012677,0.006167,0
0,0.002875,0.006019,0
0,0.011257,0.006111,0
0.002193,0.003513,0.00613,0
0.003289,0.006185,0.006664,0
0.002193,0.007138,0.006075,0
0,0.00839,0.006038,0
0,0.007509,0.006075,0
0.001096,0.003154,0.005964,0
0,0.004638,0.006093,0
0,0.005108,0.0074,0
0,0.004307,0.006093,0
0.001096,0.004035,0.006019,0
0,0.003242,0.006056,0
0.002193,0.004781,0.006664,0
0.001096,0.00378,0.006111,0
0.002193,0.007588,0.005817,0
0.008772,0.013654,0.006111,0
0.005482,0.002831,0.00613,0
0.001096,0.003039,0.005964,0
0,0.003294,0.006111,0
0.002193,0.005076,0.006645,0
0,0.007832,0.006038,0
0,0.002923,0.006019,0
0,0.004446,0.006038,0
0.001096,0.003968,0.00578,0
0.003289,0.003003,0.00613,0
0.004386,0.006085,0.006111,0
0.002193,0.003661,0.005209,0
0,0.003665,0.006038,0
0.002193,0.006217,0.006737,0
0.002193,0.004789,0.00613,0
0.010965,0.003182,0.006019,0
0,0.0053,0.006075,0
0.001096,0.004215,0.006167,0
0,0.006105,0.006075,0
0.003289,0.005802,0.00613,0
0.003289,0.002803,0.006075,0
0,0.005898,0.006075,0
0,0.005559,0.006075,0
0,0.006807,0.006148,0
0.003289,0.00695,0.00613,0
0.001096,0.004267,0.006075,0
0.001096,0.003808,0.005136,0
0.001096,0.01085,0.006056,0
0,0.005224,0.006093,0
0.001096,0.003716,0.00613,0
0.001096,0.005176,0.00613,0
0.001096,0.005702,0.006001,0
0.001096,0.00394,0.006001,0
0,0.006316,0.005964,0
0.001096,0.003254,0.006737,0
0,0.003585,0.006075,0
0,0.004606,0.005209,0
0.001096,0.004614,0.006056,0
0.001096,0.00711,0.006093,0
0.001096,0.003868,0.006001,0
0,0.007289,0.006056,0
0,0.016066,0.006111,0
0,0.0077,0.006038,0
0.001096,0.009626,0.006001,0
0.001096,0.003389,0.006075,0
0.001096,0.006089,0.006148,0
0.001096,0.00315,0.006038,0
0.001096,0.006081,0.006038,0
0,0.003106,0.006075,0
0,0.006747,0.006093,0
0.001096,0.005615,0.006737,0
0.002193,0.005028,0.006167,0
0.001096,0.007218,0.006111,0
0.001096,0.003465,0.005209,0
0.001096,0.003047,0.006019,0
0.001096,0.00711,0.006111,0
0,0.007541,0.006019,0
0.001096,0.008442,0.006019,0
0.001096,0.004179,0.006111,0
0,0.002987,0.006075,0
0.001096,0.008083,0.006075,0
0,0.002305,0.006111,0
0.001096,0.005124,0.006111,0
0.001096,0.004673,0.006774,0
0,0.002915,0.006038,0
0.003289,0.003477,0.006093,0
0.004386,0.006895,0.00613,0
0.003289,0.005036,0.006277,0
0,0.003577,0.00613,0
0,0.004526,0.006866,0
0.003289,0.006711,0.006774,0
0.007675,0.003015,0.006204,0
0,0.004578,0.006167,0
0,0.005674,0.006001,0
0,0.003106,0.005246,0
0,0.004458,0.006148,0
0,0.003094,0.005283,0
0.004386,0.006743,0.006148,0
0.002193,0.003019,0.006866,0
0,0.004191,0.006277,0
0,0.002684,0.006148,0
0,0.005507,0.006811,0
0,0.003362,0.006222,0
0.004386,0.004362,0.006148,0
0.004386,0.004339,0.006185,0
0.003289,0.004095,0.006185,0
0,0.004043,0.006148,0
0.005482,0.004622,0.00624,0
0.010965,0.006125,0.006167,0
0,0.004339,0.005265,0
0,0.004343,0.006185,0
0,0.006946,0.006204,0
0,0.007066,0.006222,0
0,0.003525,0.00624,0
0.001096,0.003681,0.006185,0
0,0.009431,0.006259,0
0,0.007138,0.00613,0
0,0.003685,0.006204,0
0.003289,0.00522,0.006185,0
0.001096,0.006057,0.006848,0
0.005482,0.002763,0.006148,0
0.002193,0.004789,0.006204,0
0.002193,0.003246,0.006259,0
0.001096,0.00465,0.00613,0
0.008772,0.008912,0.006167,0
0.012061,0.006871,0.00532,0
0,0.011345,0.006185,0
0.002193,0.005611,0.006222,0
0.002193,0.005276,0.006185,0
0,0.005455,0.00613,0
0.006579,0.007202,0.00613,0
0.002193,0.007856,0.006167,0
0.002193,0.0051,0.00613,0
0,0.003166,0.006222,0
0.002193,0.004953,0.006921,0
0.003289,0.008709,0.005302,0
0.004386,0.004514,0.006793,0
0.003289,0.005539,0.006204,0
0.002193,0.004123,0.006167,0
0.007675,0.004785,0.006185,0
0.002193,0.003904,0.006259,0
0.006579,0.002712,0.00613,0
0,0.017314,0.006222,0
0,0.00902,0.006075,0
0.001096,0.007525,0.006222,0
0.001096,0.004339,0.006148,0
0,0.006791,0.006185,0
0,0.012553,0.006222,0
0,0.005507,0.006148,0
0,0.005555,0.006204,0
0,0.005822,0.00624,0
0,0.00256,0.006222,0
0.001096,0.003358,0.006167,0
0,0.003832,0.005302,0
0,0.00461,0.006204,0
0,0.005694,0.00613,0
0.001096,0.004945,0.006222,0
0,0.010866,0.006185,0
0,0.011652,0.006277,0
0,0.00311,0.00613,0
0.001096,0.009187,0.006204,0
0.001096,0.00721,0.006222,0
0.001096,0.007118,0.006185,0
0,0.004992,0.006222,0
0,0.003545,0.006277,0
0.001096,0.012493,0.006148,0
0,0.007214,0.006111,0
0,0.004422,0.00613,0
0.001096,0.003397,0.006167,0
0,0.006372,0.00624,0
0.001096,0.004016,0.00624,0
0,0.011369,0.006148,0
0,0.005786,0.007566,0
0.001096,0.005084,0.006148,0
0.001096,0.007122,0.006222,0
0.001096,0.005096,0.006204,0
0.001096,0.00711,0.006277,0
0.001096,0.004055,0.006259,0
0,0.004295,0.006222,0
0.001096,0.005969,0.006167,0
0.001096,0.00252,0.006148,0
0,0.002767,0.006222,0
0,0.00254,0.006222,0
0.001096,0.003489,0.006222,0
0,0.004546,0.006259,0
0,0.003429,0.00613,0
0,0.006356,0.006277,0
0,0.002468,0.006148,0
0,0.004506,0.006148,0
0.016447,0.002688,0.00613,0
0.003289,0.005961,0.006148,0
0,0.005886,0.006185,0
0,0.005459,0.006793,0
0.002193,0.003035,0.006167,0
0,0.004335,0.006093,0
0.006579,0.003509,0.006111,0
0,0.002624,0.006075,0
0.001096,0.004701,0.006111,0
0.007675,0.004319,0.006056,0
0.002193,0.00654,0.005173,0
0.001096,0.004251,0.006056,0
0.002193,0.008884,0.006038,0
0,0.003724,0.00613,0
0,0.003098,0.006075,0
0.003289,0.005212,0.00613,0
0,0.003094,0.006056,0
0.003289,0.002991,0.006056,0
0,0.006938,0.006167,0
0,0.007561,0.006056,0
0.001096,0.00841,0.006093,0
0.001096,0.008175,0.006148,0
0.004386,0.006663,0.006038,0
0,0.00459,0.006075,0
0,0.007313,0.006038,0
0,0.003804,0.006093,0
0,0.005471,0.006093,0
0,0.006185,0.006075,0
0.002193,0.005351,0.006774,0
0,0.00319,0.006148,0
0.003289,0.003876,0.006093,0
0,0.016034,0.006664,0
0.003289,0.006376,0.006019,0
0,0.003653,0.006056,0
0,0.003605,0.005191,0
0.001096,0.003035,0.006111,0
0,0.003673,0.006111,0
0.001096,0.003948,0.006111,0
0,0.011177,0.006185,0
0,0.003158,0.006038,0
0.001096,0.004275,0.006111,0
0,0.010794,0.006719,0
0.003289,0.006153,0.006111,0
0.002193,0.002476,0.006222,0
0,0.007441,0.005173,0
0.002193,0.006181,0.00613,0
0,0.003405,0.006148,0
0.002193,0.013658,0.006148,0
0,0.004362,0.006075,0
0,0.003074,0.00613,0
0,0.004594,0.00613,0
0.005482,0.00335,0.006111,0
0.001096,0.003047,0.006019,0
0,0.003134,0.00613,0
0,0.007245,0.006056,0
0.004386,0.005264,0.006093,0
0,0.007341,0.006075,0
0.002193,0.00892,0.005228,0
0.002193,0.003621,0.006038,0
0,0.003665,0.005246,0
0.002193,0.002951,0.006038,0
0.007675,0.010814,0.006019,0
0.010965,0.002879,0.006038,0
0,0.003003,0.00613,0
0,0.004689,0.006167,0
0,0.008577,0.006019,0
0,0.007138,0.006148,0
0.006579,0.004494,0.006664,0
0.003289,0.005268,0.006167,0
0,0.004239,0.006093,0
0.005482,0.006468,0.006185,0
0,0.008904,0.006811,0
0.001096,0.007421,0.006111,0
0.001096,0.010715,0.006038,0
0.001096,0.00335,0.006093,0
0,0.004929,0.006111,0
0,0.0025,0.006148,0
0,0.006029,0.00613,0
0.001096,0.003286,0.006093,0
0,0.00571,0.006056,0
0,0.006918,0.006093,0
0.001096,0.002345,0.00613,0
0,0.004199,0.006075,0
0,0.003122,0.006167,0
0,0.009168,0.006075,0
0,0.004442,0.006111,0
0,0.007194,0.006111,0
0.001096,0.005957,0.006056,0
0.001096,0.002835,0.006111,0
0.001096,0.015695,0.006111,0
0,0.003401,0.006148,0
0.001096,0.002616,0.00613,0
0,0.00315,0.006167,0
0.001096,0.002688,0.006038,0
